Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname
South Yarra,906/700 Chapel St,u,S,hockingstuart,15/07/2017,Stonnington,Southern Metropolitan
South Yarra,7/2 Cromwell Rd,u,S,Marshall,15/07/2017,Stonnington,Southern Metropolitan
South Yarra,4/4 Powell St,u,S,hockingstuart,15/07/2017,Stonnington,Southern Metropolitan
Springvale,13 Kallista Rd,h,S,Win,15/07/2017,Greater Dandenong,South-Eastern Metropolitan
St Albans,11 Craigielea Av,h,PI,RW,15/07/2017,Brimbank,Western Metropolitan
St Albans,17 Jamieson St,h,S,Raine,15/07/2017,Brimbank,Western Metropolitan
St Albans,62 Lester Av,h,PI,Westside,15/07/2017,Brimbank,Western Metropolitan
St Helena,14 Covala Ct,h,S,Darren,15/07/2017,Banyule,Eastern Metropolitan
St Kilda,8/289 Barkly St,u,VB,McGrath,15/07/2017,Port Phillip,Southern Metropolitan
St Kilda,46 Chapel St,h,S,Langwell,15/07/2017,Port Phillip,Southern Metropolitan
Sunshine,18 Benjamin St,h,PI,Jas,15/07/2017,Brimbank,Western Metropolitan
Sunshine,2/2 Cooper St,h,S,Douglas,15/07/2017,Brimbank,Western Metropolitan
Sunshine,10 Matthews St,h,S,RW,15/07/2017,Brimbank,Western Metropolitan
Sunshine West,4 Barnes Cr,h,S,Bells,15/07/2017,Brimbank,Western Metropolitan
Sunshine West,27 Champa Rd,h,PI,Douglas,15/07/2017,Brimbank,Western Metropolitan
Taylors Lakes,1 Cowes Pl,h,S,Barry,15/07/2017,Brimbank,Western Metropolitan
Taylors Lakes,3 Mantaura Av,h,S,Barry,15/07/2017,Brimbank,Western Metropolitan
Thomastown,52 Richardson St,h,S,Harcourts,15/07/2017,Whittlesea,Northern Metropolitan
Thornbury,54 Swift St,h,S,hockingstuart,15/07/2017,Darebin,Northern Metropolitan
Thornbury,12/45 Woolton Av,u,S,Woodards,15/07/2017,Darebin,Northern Metropolitan
Toorak,2/619 Toorak Rd,u,S,Marshall,15/07/2017,Stonnington,Southern Metropolitan
Travancore,2115/18 Mt Alexander Rd,u,S,McGrath,15/07/2017,Moonee Valley,Western Metropolitan
Tullamarine,2/28 Broadmeadows Rd,u,SP,Barry,15/07/2017,Hume,Western Metropolitan
Vermont,18 Barbara St,h,S,Philip,15/07/2017,Whitehorse,Eastern Metropolitan
Wantirna,509 Boronia Rd,h,S,Ray,15/07/2017,Knox,Eastern Metropolitan
Wantirna South,42 Argyle Wy,h,S,Noel,15/07/2017,Knox,Eastern Metropolitan
Wantirna South,12/440 Stud Rd,u,S,Ray,15/07/2017,Knox,Eastern Metropolitan
Warrandyte,24 Fossickers Wy,h,S,Gardiner,15/07/2017,Manningham,Eastern Metropolitan
Waterways,7 Portland Pl,h,S,Ray,15/07/2017,Kingston,South-Eastern Metropolitan
Watsonia,2/63 Devonshire Rd,u,S,Ray,15/07/2017,Banyule,Northern Metropolitan
Watsonia,1/34 Longmuir Rd,u,S,Darren,15/07/2017,Banyule,Northern Metropolitan
Watsonia North,280 Grimshaw St,h,SP,Barry,15/07/2017,Banyule,Northern Metropolitan
Werribee,6 Cassowary Av,h,SP,Greg,15/07/2017,Wyndham,Western Metropolitan
Werribee,3 Gavan Ct,h,S,S&L,15/07/2017,Wyndham,Western Metropolitan
Werribee,9 Kestrel Pl,h,S,YPA,15/07/2017,Wyndham,Western Metropolitan
Werribee,2/50 Tower Rd,h,S,Greg,15/07/2017,Wyndham,Western Metropolitan
West Footscray,3/30 Beaumont Pde,h,VB,Jas,15/07/2017,Maribyrnong,Western Metropolitan
West Footscray,41 Dongola Rd,h,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan
West Footscray,5/2 Ormond Rd,t,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan
West Melbourne,310/53 Batman St,u,SP,MICM,15/07/2017,Melbourne,Northern Metropolitan
West Melbourne,74 Dudley St,h,VB,Whiting,15/07/2017,Melbourne,Northern Metropolitan
Westmeadows,27 Eyre St,h,S,YPA,15/07/2017,Hume,Northern Metropolitan
Wheelers Hill,994 Waverley Rd,h,S,Ray,15/07/2017,Monash,South-Eastern Metropolitan
Williamstown,47 Pasco St,h,SP,Williams,15/07/2017,Hobsons Bay,Western Metropolitan
Wollert,24 Edenvale Bvd,h,SP,hockingstuart,15/07/2017,Whittlesea,Northern Metropolitan
Yarraville,17 Adeney St,h,S,Village,15/07/2017,Maribyrnong,Western Metropolitan
Yarraville,72 Bishop St,h,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan
Yarraville,86 Francis St,h,SP,Jas,15/07/2017,Maribyrnong,Western Metropolitan
Yarraville,12 Montague St,h,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan
Yarraville,220 Roberts St,h,S,Jas,15/07/2017,Maribyrnong,Western Metropolitan
Abbotsford,101 Charles St,h,S,Purplebricks,22/07/2017,Yarra,Northern Metropolitan
Abbotsford,133 Yarra St,h,S,Biggin,22/07/2017,Yarra,Northern Metropolitan
Aberfeldie,45 Afton St,h,SP,McDonald,22/07/2017,Moonee Valley,Western Metropolitan
Aberfeldie,5 Aroona Ct,h,SP,Raine,22/07/2017,Moonee Valley,Western Metropolitan
Aberfeldie,4/37 St Kinnord St,u,VB,Nelson,22/07/2017,Moonee Valley,Western Metropolitan
Aberfeldie,6/39 St Kinnord St,u,S,Brad,22/07/2017,Moonee Valley,Western Metropolitan
Aberfeldie,18 Valencia St,h,S,Rendina,22/07/2017,Moonee Valley,Western Metropolitan
Airport West,6/6 Etzel St,u,S,Nelson,22/07/2017,Moonee Valley,Western Metropolitan
Altona,16 Cain Ct,h,SP,Barlow,22/07/2017,Hobsons Bay,Western Metropolitan
Altona,1/26 Maidstone St,t,SP,hockingstuart,22/07/2017,Hobsons Bay,Western Metropolitan
Altona,64 Queen St,h,S,Greg,22/07/2017,Hobsons Bay,Western Metropolitan
Altona,6 Rose St,h,SP,Barlow,22/07/2017,Hobsons Bay,Western Metropolitan
Altona Meadows,52 Shirley St,h,S,hockingstuart,22/07/2017,Hobsons Bay,Western Metropolitan
Altona North,12 Chambers Rd,h,SP,RT,22/07/2017,Hobsons Bay,Western Metropolitan
Altona North,131 Chambers Rd,h,S,Greg,22/07/2017,Hobsons Bay,Western Metropolitan
Altona North,313 Millers Rd,h,S,Sweeney,22/07/2017,Hobsons Bay,Western Metropolitan
Altona North,2/16 Stapley Cr,h,S,Sweeney,22/07/2017,Hobsons Bay,Western Metropolitan
Ardeer,48 McLaughlin St,h,S,Barry,22/07/2017,Brimbank,Western Metropolitan
Armadale,16/74 Denbigh Rd,u,S,hockingstuart,22/07/2017,Stonnington,Southern Metropolitan
Ascot Vale,2/41 Sandown Rd,t,S,Alexkarbon,22/07/2017,Moonee Valley,Western Metropolitan
Ascot Vale,67 The Parade,h,S,Alexkarbon,22/07/2017,Moonee Valley,Western Metropolitan
Ascot Vale,85 The Parade,h,S,Brad,22/07/2017,Moonee Valley,Western Metropolitan
Ashwood,5 Kiewa St,h,S,Fletchers,22/07/2017,Monash,Southern Metropolitan
Ashwood,47B Vannam Dr,t,S,Buxton,22/07/2017,Monash,Southern Metropolitan
Aspendale,14 Ebb St,h,VB,hockingstuart,22/07/2017,Kingston,South-Eastern Metropolitan
Aspendale Gardens,12 Pacific Dr,h,VB,Barry,22/07/2017,Kingston,South-Eastern Metropolitan
Avondale Heights,26 Clarendon St,h,PI,Nelson,22/07/2017,Moonee Valley,Western Metropolitan
Avondale Heights,49 Ridge Dr,h,PI,Barry,22/07/2017,Moonee Valley,Western Metropolitan
Avondale Heights,55 Ridge Dr,h,VB,Barry,22/07/2017,Moonee Valley,Western Metropolitan
Balwyn,9/3 Boston Rd,u,S,Langwell,22/07/2017,Boroondara,Southern Metropolitan
Balwyn,5 Tedstone Cr,h,VB,Fletchers,22/07/2017,Boroondara,Southern Metropolitan
Balwyn North,7 Adeney St,h,VB,hockingstuart,22/07/2017,Boroondara,Southern Metropolitan
Balwyn North,1120 Burke Rd,h,S,Noel,22/07/2017,Boroondara,Southern Metropolitan
Balwyn North,4 Carrington St,h,S,Jellis,22/07/2017,Boroondara,Southern Metropolitan
Balwyn North,67 Winfield Rd,h,SA,Fletchers,22/07/2017,Boroondara,Southern Metropolitan
Beaconsfield,12 Windsor Dr,h,SP,Harcourts,22/07/2017,Cardinia,Eastern Victoria
Beaumaris,16A Coronet Gr,t,PI,McGrath,22/07/2017,Bayside,Southern Metropolitan
Bellfield,9 Sullivan St,h,S,Miles,22/07/2017,Banyule,Eastern Metropolitan
Bentleigh,11 Buckingham Av,h,S,Woodards,22/07/2017,Glen Eira,Southern Metropolitan
Bentleigh,22 Mortimore St,h,S,Buxton,22/07/2017,Glen Eira,Southern Metropolitan
Bentleigh,2/21 Vickery St,u,PI,hockingstuart,22/07/2017,Glen Eira,Southern Metropolitan
Bentleigh,12 Wood St,h,PI,hockingstuart,22/07/2017,Glen Eira,Southern Metropolitan
Bentleigh East,1a Benina St,u,S,hockingstuart,22/07/2017,Glen Eira,Southern Metropolitan
Berwick,2 Northgate Dr,h,VB,O'Brien,22/07/2017,Casey,Eastern Victoria
Berwick,5 Russel Av,h,S,O'Brien,22/07/2017,Casey,Eastern Victoria
Blackburn,488 Middleborough Rd,h,PI,Jellis,22/07/2017,Whitehorse,Eastern Metropolitan
Blackburn South,2A Stewart Av,h,S,Fletchers,22/07/2017,Whitehorse,Eastern Metropolitan
Braybrook,12/27 Marnoo St,t,S,Sweeney,22/07/2017,Maribyrnong,Western Metropolitan
Brighton East,4/3 Gleniffer Av,u,S,Buxton,22/07/2017,Bayside,Southern Metropolitan
Brighton East,10 Grant St,h,S,Hodges,22/07/2017,Bayside,Southern Metropolitan
Broadmeadows,39 Blair St,h,VB,Stockdale,22/07/2017,Hume,Northern Metropolitan
Broadmeadows,82 Cuthbert St,h,S,YPA,22/07/2017,Hume,Northern Metropolitan
Broadmeadows,4 Holberry St,h,S,YPA,22/07/2017,Hume,Northern Metropolitan
Brunswick,148 Donald St,h,S,Raine,22/07/2017,Moreland,Northern Metropolitan
Brunswick,54 Dunstan Av,h,S,Jellis,22/07/2017,Moreland,Northern Metropolitan
Brunswick,9 First Av,h,S,Jellis,22/07/2017,Moreland,Northern Metropolitan
Brunswick,24 Mitchell St,h,S,Nelson,22/07/2017,Moreland,Northern Metropolitan
Brunswick East,408/1 Brunswick Rd,u,SP,Ray,22/07/2017,Moreland,Northern Metropolitan
Bundoora,22 Alma Rd,h,SP,Ray,22/07/2017,Banyule,Northern Metropolitan
Bundoora,43 Cheadle Cr,h,S,Ray,22/07/2017,Banyule,Northern Metropolitan
Bundoora,398 Grimshaw St,h,S,Barry,22/07/2017,Banyule,Northern Metropolitan
Cairnlea,17 Blackwood Ct,h,PI,Ray,22/07/2017,Brimbank,Western Metropolitan
Camberwell,4 Lynden St,h,S,Ham,22/07/2017,Boroondara,Southern Metropolitan
Carlton,66 Palmerston St,h,S,Nelson,22/07/2017,Melbourne,Northern Metropolitan
Carlton North,51 Davis St,h,VB,Jellis,22/07/2017,Yarra,Northern Metropolitan
Carnegie,5/9 Cosy Gum Rd,u,S,Thomson,22/07/2017,Glen Eira,Southern Metropolitan
Carnegie,9 Vine Gr,h,S,Woodards,22/07/2017,Glen Eira,Southern Metropolitan
Carnegie,2A Walden Gr,h,VB,Eview,22/07/2017,Glen Eira,Southern Metropolitan
Carrum,15A Riversdale Av,h,S,Ray,22/07/2017,Kingston,South-Eastern Metropolitan
Caulfield North,6/374 Dandenong Rd,u,PI,Greg,22/07/2017,Glen Eira,Southern Metropolitan
Chadstone,3/22 Stapley Cr,t,S,Buxton,22/07/2017,Monash,Southern Metropolitan
Chelsea,1/15 Cross Rd,u,S,Eview,22/07/2017,Kingston,South-Eastern Metropolitan
Cheltenham,10 Cronin Ct,h,S,HAR,22/07/2017,Kingston,Southern Metropolitan
Cheltenham,30 Nancy St,h,PI,Barry,22/07/2017,Kingston,Southern Metropolitan
Clifton Hill,11/165 Noone St,u,SA,Nelson,22/07/2017,Yarra,Northern Metropolitan
Coburg,35 Belgrave St,h,S,Nelson,22/07/2017,Moreland,Northern Metropolitan
Coburg,1B Crozier St,h,S,Peter,22/07/2017,Moreland,Northern Metropolitan
Collingwood,53 Mater St,h,S,Nelson,22/07/2017,Yarra,Northern Metropolitan
Craigieburn,42 Excelsior Hts,h,S,YPA,22/07/2017,Hume,Northern Metropolitan
Craigieburn,11 Heytesbury Cr,h,S,hockingstuart,22/07/2017,Hume,Northern Metropolitan
Craigieburn,60 Northumberland Cct,h,S,Stockdale,22/07/2017,Hume,Northern Metropolitan
Craigieburn,24 Paddington St,h,S,Ray,22/07/2017,Hume,Northern Metropolitan
Craigieburn,70 Penhall Dr,h,S,Ray,22/07/2017,Hume,Northern Metropolitan
Craigieburn,36 Serenity Wy,h,S,Ray,22/07/2017,Hume,Northern Metropolitan
Craigieburn,6 Virtue Wy,h,S,Ray,22/07/2017,Hume,Northern Metropolitan
Croydon,8 Railway Cr,h,S,McGrath,22/07/2017,Maroondah,Eastern Metropolitan
Dandenong,1 Caroline St,h,S,Stockdale,22/07/2017,Greater Dandenong,South-Eastern Metropolitan
Dandenong,1462 Heatherton Rd,h,S,Barry,22/07/2017,Greater Dandenong,South-Eastern Metropolitan
Dandenong North,7 Belmont Av,h,S,Barry,22/07/2017,Greater Dandenong,South-Eastern Metropolitan
Dandenong North,7 Buchan St,h,S,Barry,22/07/2017,Greater Dandenong,South-Eastern Metropolitan
Deepdene,4/193 Whitehorse Rd,h,S,Nelson,22/07/2017,Boroondara,Southern Metropolitan
Deer Park,15 Abercairn Ct,h,S,hockingstuart,22/07/2017,Brimbank,Western Metropolitan
Delahey,11 Barley Ct,h,S,YPA,22/07/2017,Brimbank,Western Metropolitan
Delahey,29 Kingsley Pl,h,PI,Sweeney,22/07/2017,Brimbank,Western Metropolitan
Doncaster,5 Alma Ct,h,S,Barry,22/07/2017,Manningham,Eastern Metropolitan
Doncaster East,18B Churchill St,t,S,Barry,22/07/2017,Manningham,Eastern Metropolitan
Doncaster East,45 Elizabeth St,h,S,Jellis,22/07/2017,Manningham,Eastern Metropolitan
Donvale,66 Lisbeth Av,h,PI,Philip,22/07/2017,Manningham,Eastern Metropolitan
Doveton,33 Kanooka Gr,h,S,C21,22/07/2017,Casey,South-Eastern Metropolitan
East Melbourne,205/30 St Andrews Pl,u,S,Kay,22/07/2017,Melbourne,Northern Metropolitan
Edithvale,9a Ivan Av,u,S,O'Brien,22/07/2017,Kingston,South-Eastern Metropolitan
Elsternwick,16 Allison Rd,h,S,Biggin,22/07/2017,Glen Eira,Southern Metropolitan
Elsternwick,4/49 Seymour Rd,t,S,Biggin,22/07/2017,Glen Eira,Southern Metropolitan
Eltham,1/1326 Main Rd,t,SP,Nelson,22/07/2017,Nillumbik,Eastern Metropolitan
Elwood,1/3 Greig Ct,u,S,McGrath,22/07/2017,Port Phillip,Southern Metropolitan
Elwood,7/59 Ormond Rd,u,S,McGrath,22/07/2017,Port Phillip,Southern Metropolitan
Elwood,4/6 Pine Av,u,S,Biggin,22/07/2017,Port Phillip,Southern Metropolitan
Epping,13 Anglers Dr,h,S,Stockdale,22/07/2017,Whittlesea,Northern Metropolitan
Epping,111 Duffy St,h,SP,hockingstuart,22/07/2017,Whittlesea,Northern Metropolitan
Epping,6 Shields St,h,S,hockingstuart,22/07/2017,Whittlesea,Northern Metropolitan
Essendon,15 Robb St,h,S,Nelson,22/07/2017,Moonee Valley,Western Metropolitan
Essendon,6/10 Violet St,u,S,Nelson,22/07/2017,Moonee Valley,Western Metropolitan
Essendon North,18 Royal Av,h,S,Jellis,22/07/2017,Moonee Valley,Western Metropolitan
Fawkner,115 Lorne St,h,PI,Stockdale,22/07/2017,Moreland,Northern Metropolitan
Ferntree Gully,7 Austin St,h,SP,Stockdale,22/07/2017,Knox,Eastern Metropolitan
Flemington,15/60 Farnham St,u,SP,Nelson,22/07/2017,Moonee Valley,Northern Metropolitan
Footscray,107/250 Barkly St,u,PI,McGrath,22/07/2017,Maribyrnong,Western Metropolitan
Footscray,16 Creswick St,h,PI,Sweeney,22/07/2017,Maribyrnong,Western Metropolitan
Footscray,15 Greer St,h,SA,Nelson,22/07/2017,Maribyrnong,Western Metropolitan
Footscray,12 Jerrold St,h,S,Sweeney,22/07/2017,Maribyrnong,Western Metropolitan
Forest Hill,2/66 Mahoneys Rd,h,S,hockingstuart,22/07/2017,Whitehorse,Eastern Metropolitan
Forest Hill,19 Victor Cr,h,S,McGrath,22/07/2017,Whitehorse,Eastern Metropolitan
Frankston,10 Yuluma Ct,h,S,Eview,22/07/2017,Frankston,South-Eastern Metropolitan
Frankston South,18 Blaxland Av,h,S,hockingstuart,22/07/2017,Frankston,South-Eastern Metropolitan
Gladstone Park,124 Carrick Dr,h,S,Barry,22/07/2017,Hume,Western Metropolitan
Gladstone Park,11 Leura Ct,h,SP,Barry,22/07/2017,Hume,Western Metropolitan
Glen Iris,2/10 Osborne Av,u,VB,hockingstuart,22/07/2017,Stonnington,Southern Metropolitan
Glen Iris,8/12 Osborne Av,u,S,Marshall,22/07/2017,Stonnington,Southern Metropolitan
Glen Waverley,2/51 Avonhurst Dr,u,S,Harcourts,22/07/2017,Monash,Eastern Metropolitan
Glen Waverley,1/6 Kirstina Rd,u,PI,Harcourts,22/07/2017,Monash,Eastern Metropolitan
Glen Waverley,32 Maylands Cr,h,S,Ray,22/07/2017,Monash,Eastern Metropolitan
Glen Waverley,2/40 The Outlook,u,PI,Barry,22/07/2017,Monash,Eastern Metropolitan
Glen Waverley,25 Walter St,h,S,Ray,22/07/2017,Monash,Eastern Metropolitan
Glen Waverley,2 Wattletree Ct,h,S,Barry,22/07/2017,Monash,Eastern Metropolitan
Glen Waverley,2/32 Wilson Rd,u,PI,McGrath,22/07/2017,Monash,Eastern Metropolitan
Glenroy,4/39 Clovelly Av,u,S,Biggin,22/07/2017,Moreland,Northern Metropolitan
Glenroy,8 Granville St,h,SP,Stockdale,22/07/2017,Moreland,Northern Metropolitan
Glenroy,3/42 Harold St,u,S,Nelson,22/07/2017,Moreland,Northern Metropolitan
Greensborough,23 Bullanoo Ct,h,S,Buckingham,22/07/2017,Nillumbik,Northern Metropolitan
Greenvale,41A Simmington Cct,h,SP,Brad,22/07/2017,Hume,Northern Metropolitan
Hadfield,146 East St,h,S,Nelson,22/07/2017,Moreland,Northern Metropolitan
Hadfield,99 Hilton St,h,S,Eview,22/07/2017,Moreland,Northern Metropolitan
Hampton,15 David St,h,S,Buxton,22/07/2017,Bayside,Southern Metropolitan
Hampton,7 Exon St,t,S,Buxton,22/07/2017,Bayside,Southern Metropolitan
Hawthorn,4/3 Kooyongkoot Rd,u,VB,Kay,22/07/2017,Boroondara,Southern Metropolitan
Hawthorn East,11/36 Anderson Rd,u,VB,Thomas,22/07/2017,Boroondara,Southern Metropolitan
Heathmont,91 Campbell St,h,S,Philip,22/07/2017,Maroondah,Eastern Metropolitan
Heathmont,61 Canterbury Rd,h,SP,Mandy,22/07/2017,Maroondah,Eastern Metropolitan
Heidelberg,15 Adamson St,h,SP,Miles,22/07/2017,Banyule,Eastern Metropolitan
Heidelberg West,26 Bardia St,h,S,Harcourts,22/07/2017,Banyule,Eastern Metropolitan
Heidelberg West,254 Liberty Pde,h,S,Haughton,22/07/2017,Banyule,Eastern Metropolitan
Highett,9 Barnet St,h,S,Whiting,22/07/2017,Bayside,Southern Metropolitan
Highett,10 Haynes St,h,S,Thomson,22/07/2017,Bayside,Southern Metropolitan
Hillside,93 Saronvale Cr,h,PI,Barry,22/07/2017,Melton,Western Metropolitan
Hoppers Crossing,46 Bourke Cr,h,S,LJ,22/07/2017,Wyndham,Western Metropolitan
Hoppers Crossing,2 Burge Cr,h,SP,Triwest,22/07/2017,Wyndham,Western Metropolitan
Hoppers Crossing,11 Dummett Av,h,S,hockingstuart,22/07/2017,Wyndham,Western Metropolitan
Hughesdale,3/9 Clapham Rd,u,S,LITTLE,22/07/2017,Monash,Southern Metropolitan
Ivanhoe,4/75 Green St,t,S,Miles,22/07/2017,Banyule,Eastern Metropolitan
Ivanhoe,6/36 Livingstone St,t,VB,Jellis,22/07/2017,Banyule,Eastern Metropolitan
Jacana,12 Lorraine Cr,h,SP,RW,22/07/2017,Hume,Northern Metropolitan
Kealba,15 Bletchley Pl,h,SP,Nelson,22/07/2017,Brimbank,Western Metropolitan
Keilor East,3 Border Dr,h,S,Nelson,22/07/2017,Moonee Valley,Western Metropolitan
Keilor East,28 Nyah St,t,S,Brad,22/07/2017,Moonee Valley,Western Metropolitan
Keilor East,23 Phillip Rd,h,S,Barry,22/07/2017,Moonee Valley,Western Metropolitan
Kew,38 Wiltshire Dr,u,S,Nelson,22/07/2017,Boroondara,Southern Metropolitan
Kings Park,261 Taylors Rd,h,S,Ray,22/07/2017,Brimbank,Western Metropolitan
Kurunjang,8 Carberry Dr,h,SP,hockingstuart,22/07/2017,Melton,Northern Victoria
Kurunjang,44 Greenhills Dr,h,SP,PRDNationwide,22/07/2017,Melton,Northern Victoria
Lalor,60 Dickens St,h,SA,Harcourts,22/07/2017,Whittlesea,Northern Metropolitan
Lalor,69 Monash St,h,S,Love,22/07/2017,Whittlesea,Northern Metropolitan
Langwarrin,17/165 North Rd,u,S,hockingstuart,22/07/2017,Frankston,Eastern Victoria
Langwarrin,67 Union Rd,h,S,HAR,22/07/2017,Frankston,Eastern Victoria
Maidstone,7 Churchill Av,h,SP,Biggin,22/07/2017,Maribyrnong,Western Metropolitan
Maidstone,12 Inkerman St,h,S,Sweeney,22/07/2017,Maribyrnong,Western Metropolitan
Maidstone,18 Pullar St,h,S,Burnham,22/07/2017,Maribyrnong,Western Metropolitan
Maidstone,33 Richelieu St,h,S,Sweeney,22/07/2017,Maribyrnong,Western Metropolitan
Malvern East,26 Millewa Av,h,S,Fletchers,22/07/2017,Stonnington,Southern Metropolitan
Maribyrnong,7 Cavalry Cct,t,S,Biggin,22/07/2017,Maribyrnong,Western Metropolitan
Maribyrnong,402/77 Village Wy,u,VB,Raine,22/07/2017,Maribyrnong,Western Metropolitan
Meadow Heights,1/2 Dakara Cl,u,S,YPA,22/07/2017,Hume,Northern Metropolitan
Melton South,30 Bennett St,h,S,Raine,22/07/2017,Melton,Western Victoria
Melton South,8 Charles Ct,h,S,hockingstuart,22/07/2017,Melton,Western Victoria
Melton South,6 Denny Pl,h,SP,YPA,22/07/2017,Melton,Western Victoria
Melton South,39 First Av,h,S,Ray,22/07/2017,Melton,Western Victoria
Melton West,33 Westmelton Dr,h,S,Raine,22/07/2017,Melton,Northern Victoria
Mill Park,4 Streeton Cct,h,S,Ray,22/07/2017,Whittlesea,Northern Metropolitan
Mitcham,11 Beaufort St,h,S,Ray,22/07/2017,Whitehorse,Eastern Metropolitan
Mitcham,1/17 Milne St,t,S,Ray,22/07/2017,Whitehorse,Eastern Metropolitan
Moonee Ponds,16/122 Maribyrnong Rd,u,S,Brad,22/07/2017,Moonee Valley,Western Metropolitan
Mordialloc,3/2 Woods Av,u,S,Barry,22/07/2017,Kingston,South-Eastern Metropolitan
Mount Waverley,1 Therese Av,h,S,Ray,22/07/2017,Monash,Eastern Metropolitan
Mount Waverley,4/254 Waverley Rd,u,S,Win,22/07/2017,Monash,Eastern Metropolitan
Mount Waverley,4 William St,h,SP,Jellis,22/07/2017,Monash,Eastern Metropolitan
Mulgrave,2 Kinkora Ct,h,S,Ray,22/07/2017,Monash,South-Eastern Metropolitan
Mulgrave,25 Morawa Dr,h,S,Win,22/07/2017,Monash,South-Eastern Metropolitan
Mulgrave,75 Wattle Gr,h,S,Ray,22/07/2017,Monash,South-Eastern Metropolitan
Newport,102 Market St,h,VB,Williams,22/07/2017,Hobsons Bay,Western Metropolitan
Niddrie,8 Goble St,h,SP,Nelson,22/07/2017,Moonee Valley,Western Metropolitan
Niddrie,64 Muriel St,h,S,Brad,22/07/2017,Moonee Valley,Western Metropolitan
Noble Park,2/21 Marna Ct,u,S,iSell,22/07/2017,Greater Dandenong,South-Eastern Metropolitan
Noble Park,371 Princes Hwy,h,SP,iSell,22/07/2017,Greater Dandenong,South-Eastern Metropolitan
North Melbourne,306/64 MacAulay Rd,u,SP,Jellis,22/07/2017,Melbourne,Northern Metropolitan
Northcote,19 Charles St,h,PI,McGrath,22/07/2017,Darebin,Northern Metropolitan
Northcote,31 Gladstone Av,h,S,Nelson,22/07/2017,Darebin,Northern Metropolitan
Northcote,304/481 High St,u,S,Ray,22/07/2017,Darebin,Northern Metropolitan
Northcote,8 Swift St,h,S,McGrath,22/07/2017,Darebin,Northern Metropolitan
Oakleigh South,44 Golf Rd,h,S,Buxton,22/07/2017,Monash,South-Eastern Metropolitan
Pakenham,1 Loxton Wy,h,S,C21,22/07/2017,Cardinia,Eastern Victoria
Pascoe Vale,16/43 Arndt Rd,u,S,Nelson,22/07/2017,Moreland,Northern Metropolitan
Pascoe Vale,1A Braeside St,t,PI,Nelson,22/07/2017,Moreland,Northern Metropolitan
Pascoe Vale,3/25 Devon Rd,u,SP,Rendina,22/07/2017,Moreland,Northern Metropolitan
Pascoe Vale,2/8 Stewart St,u,S,Nelson,22/07/2017,Moreland,Northern Metropolitan
Pascoe Vale,1/18 Sylvan Gr,u,S,Nelson,22/07/2017,Moreland,Northern Metropolitan
Port Melbourne,5/109 Ross St,u,S,hockingstuart,22/07/2017,Port Phillip,Southern Metropolitan
Prahran,306/323 Dandenong Rd,u,VB,Jellis,22/07/2017,Stonnington,Southern Metropolitan
Preston,5/49 Austral Av,u,PI,hockingstuart,22/07/2017,Darebin,Northern Metropolitan
Preston,1/70 Bruce St,u,S,Harcourts,22/07/2017,Darebin,Northern Metropolitan
Preston,24 Dermot St,u,SP,Woodards,22/07/2017,Darebin,Northern Metropolitan
Preston,27 Pender St,h,S,Harrington,22/07/2017,Darebin,Northern Metropolitan
Reservoir,4/26 Acheron Av,u,S,Ray,22/07/2017,Darebin,Northern Metropolitan
Reservoir,9/23 Ashley St,h,PI,Ray,22/07/2017,Darebin,Northern Metropolitan
Reservoir,1/3 Drysdale St,t,SP,RW,22/07/2017,Darebin,Northern Metropolitan
Reservoir,11 Knox St,h,SA,Nelson,22/07/2017,Darebin,Northern Metropolitan
Reservoir,20 Massey Av,h,S,Nelson,22/07/2017,Darebin,Northern Metropolitan
Richmond,221/253 Bridge Rd,u,S,Jellis,22/07/2017,Yarra,Northern Metropolitan
Richmond,17 Dickmann St,h,S,Biggin,22/07/2017,Yarra,Northern Metropolitan
Richmond,607/2 McGoun St,u,SP,Biggin,22/07/2017,Yarra,Northern Metropolitan
Richmond,401/28 Tanner St,u,S,Jellis,22/07/2017,Yarra,Northern Metropolitan
Richmond,306/45 York St,u,SP,Collins,22/07/2017,Yarra,Northern Metropolitan
Ringwood,26 Major St,h,S,hockingstuart,22/07/2017,Maroondah,Eastern Metropolitan
Ringwood,3 Sang Ct,h,S,Philip,22/07/2017,Maroondah,Eastern Metropolitan
Ringwood East,3A Homebush Ct,h,S,Harcourts,22/07/2017,Maroondah,Eastern Metropolitan
Roxburgh Park,4 Almands Av,h,S,Jason,22/07/2017,Hume,Northern Metropolitan
Sandringham,124 Abbott St,h,S,Buxton,22/07/2017,Bayside,Southern Metropolitan
Sandringham,5/273 Bluff Rd,u,S,Buxton,22/07/2017,Bayside,Southern Metropolitan
Scoresby,72 Arnold Dr,h,S,Purplebricks,22/07/2017,Knox,Eastern Metropolitan
Scoresby,17 Walsh Av,h,S,Noel,22/07/2017,Knox,Eastern Metropolitan
Seddon,1/22 Vigo St,u,S,Jas,22/07/2017,Maribyrnong,Western Metropolitan
South Morang,15 Domain Tce,h,S,Ray,22/07/2017,Whittlesea,Northern Metropolitan
